Q9P795|Q10192|2.575
O74398|Q09914|2.575
O74881|O13959|2.575
Q9UTN3|Q9UTG4|2.575
Q9P795|Q8TFH1|2.575
Q9UTN3|O14049|2.575
Q9UTN3|P35679|2.575
Q9USV1|P36604|2.575
Q9UTN3|Q8TFH1|2.575
Q9UTN3|Q9UUC1|2.575
Q9UT08|P00332|2.575
Q9UTN3|P36585|2.575
Q9UTN3|O74538|2.575
Q9UTN3|Q9UT56|2.575
Q9UTN3|O42706|2.575
Q9UTN3|Q10192|2.575
Q9UUB7|O59855|2.575
Q9UUB7|Q10284|2.575
Q9UUB7|O42923|2.575
Q9UUB7|P22774|2.575
Q9UUB7|P36604|2.575
Q9UUB7|Q09868|2.575
Q9UUB7|O59838|2.575
Q9UUB7|O94438|2.575
Q9UUB7|Q09781|2.575
Q9UUB7|Q10265|2.575
Q9Y802|O60176|2.575
Q9P795|P35679|2.575
Q9P795|Q9P784|2.575
P28829|P42657|2.575
Q9UTN3|Q9P784|2.575
P50998|Q9UUK2|2.575
Q9Y709|O74783|2.575
Q9P795|P36585|2.575
P04913|P41391|2.575
O43085|P50522|2.575
O43085|Q10119|2.575
P50998|P87152|2.575
Q9P795|O42706|2.575
O14302|O43079|2.575
Q9P3W5|Q10064|2.575
O13670|P25295|2.575
Q9P795|Q9UUC1|2.575
O94488|O14157|2.575
O94701|O14217|2.575
P0CG72|Q9P5N2|2.575
Q9USV1|O94260|3.37
O13290|Q9P3W4|3.37
Q9USV1|O74953|3.37
Q9HFE8|O14311|3.37
Q9USV1|O59672|3.37
Q9HFE8|O94397|3.37
Q9UTN3|P08093|3.37
Q9UTN3|O74904|3.37
Q9UTN3|P79013|3.37
Q9USV1|P08093|3.37
Q9UTN3|Q10330|3.37
Q9UTN3|O94754|3.37
Q9UTN3|O14150|3.37
Q9UTN3|Q10157|3.37
Q9USV1|P0C014|3.37
Q9UTN3|P05732|3.37
Q09760|O74762|3.37
Q9UTN3|Q92354|3.37
Q9UTN3|O42935|3.37
Q9UTN3|O42867|3.37
Q9USV1|O75000|3.37
Q9UTN3|Q9HGL8|3.37
Q9UTN3|Q10101|3.37
Q9UTN3|P79071|3.37
O74778|Q09760|3.37
Q9UTN3|O42848|3.37
Q9UTN3|P78946|3.37
Q9UTN3|P59289|3.37
Q9UTN3|O94238|3.37
Q9UTN3|Q09668|3.37
Q9UTN3|O14469|3.37
O74778|O13959|3.37
Q9UTN3|O42952|3.37
Q9UTN3|O14277|3.37
Q9USV1|O74864|3.37
Q9USV1|O14340|3.37
Q9USV1|Q09668|3.37
Q9UTN3|O60128|3.37
Q9UTN3|Q9UTQ6|3.37
Q9UTN3|O74892|3.37
Q9USV1|O94305|3.37
Q9HFE8|O13722|3.37
Q9P795|P08093|3.37
Q9P795|O74904|3.37
Q9P795|P79071|3.37
Q9P795|Q10101|3.37
Q9P795|Q09668|3.37
Q9P795|O42935|3.37
Q9P795|O94754|3.37
Q9P795|O74895|3.37
Q10990|O14122|3.37
Q9P795|O42867|3.37
Q9P795|P40370|3.37
Q9P795|P04913|3.37
Q9P795|P09322|3.37
P87169|O14417|3.37
Q9P795|O60101|3.37
Q9P795|O14469|3.37
Q9P795|P36580|3.37
Q9P795|Q9HGL8|3.37
Q09685|Q9USM4|3.37
Q9P795|P05732|3.37
Q9P795|Q09330|3.37
Q9P795|P78946|3.37
Q9P795|P79013|3.37
Q9P795|O14388|3.37
Q9UTN3|O94659|3.37
Q9UTN3|O94268|3.37
Q09685|Q09882|3.37
Q9UTN3|P35551|3.37
O43071|O59706|3.37
Q9P3W4|Q9P3W4|3.37
Q9P3W4|O14029|3.37
Q9P3W4|O60153|3.37
Q9P3W4|O14014|3.37
Q9P3W4|O94692|3.37
Q9P3W4|O43059|3.37
Q9P3W4|O14340|3.37
Q9P3W4|O14124|3.37
Q9P3W4|O13705|3.37
Q03392|P0CG72|3.37
O74958|Q10295|3.37
O94701|Q11120|3.37
O43071|O42643|3.37
O43071|Q9USV3|3.37
Q9Y808|Q9US25|3.37
Q9HE02|Q9Y808|3.37
Q9HE02|Q9P7Y4|3.37
Q9HE02|Q9P6L8|3.37
Q9HE02|Q9US25|3.37
Q9HE02|Q10477|3.37
O60104|Q10477|3.37
O74803|P87048|3.37
Q09822|O14302|3.37
Q09822|O14188|3.37
O43071|Q9P7C5|3.37
O14302|P42656|3.37
O14302|P42657|3.37
O14302|Q9Y7Z8|3.37
O14302|Q10253|3.37
O14302|O42854|3.37
O14188|P42656|3.37
O14188|P09322|3.37
O14188|P36602|3.37
O14188|O94659|3.37
O14188|O74791|3.37
O14188|O94567|3.37
O14188|Q01475|3.37
O14188|Q10179|3.37
O14188|O13914|3.37
O14188|Q9P785|3.37
O14188|O14134|3.37
O14188|Q9UTG4|3.37
O14188|O59678|3.37
O14188|P36579|3.37
O14188|Q09722|3.37
O14188|O14236|3.37
Q9UTM3|Q9Y7J4|3.37
Q9UTM3|P32390|3.37
Q9HFE8|Q9P7J7|3.37
Q9Y7J4|P87048|3.37
P04909|P87074|3.37
P04910|P87074|3.37
O43071|O94417|3.37
Q9Y7K2|Q9P7Y9|3.37
O94701|O94513|3.37
Q9USV1|O60128|3.37
O94687|Q10426|3.37
Q10426|O74957|3.37
O94687|O60016|3.37
P09988|Q10426|3.37
Q10432|P41004|3.37
O43071|Q09909|3.37
Q12702|O94360|3.37
O42656|O60183|3.37
O42656|P17608|3.37
O43071|Q9P6R9|3.37
Q9P7J8|Q9P7Y9|3.37
P17608|Q9P7Y9|3.37
P17608|O14356|3.37
P17608|Q09743|3.37
O59740|P25295|3.37
P78953|O60129|3.37
P78953|O43058|3.37
Q10243|O94655|3.37
O43071|Q10163|3.37
P24339|O74957|3.37
O43071|O59800|3.37
P01129|P40923|3.37
Q9P7H1|O42954|3.37
Q9HFE8|O74462|3.37
O74309|Q09794|3.37
O74309|O43083|3.37
O74309|P87144|3.37
O74309|P41887|3.37
O74309|O42644|3.37
O94701|Q9UTM3|3.37
O74309|Q9Y823|3.37
O43071|Q9UUC6|3.37
O74309|Q1K9C2|3.37
O43071|P87126|3.37
O74309|P20772|3.37
O74309|P42656|3.37
O74309|P21696|3.37
O74309|O94489|3.37
Q9USV1|Q9HGL8|3.37
O74309|O59838|3.37
O74309|P87048|3.37
O74309|P31411|3.37
O74309|P04689|3.37
O74309|O14160|3.37
O74309|P36580|3.37
O74309|O13775|3.37
O74309|Q9C0X6|3.37
O74309|P78780|3.37
O74309|O60101|3.37
Q9USV1|P79057|3.37
O74309|Q10265|3.37
O43083|P87314|3.37
O43083|P87315|3.37
Q9USR1|P41878|3.37
Q9P7A1|P41878|3.37
Q9P7A1|P87048|3.37
Q9USR1|P87048|3.37
Q9P7T4|Q9UUM2|3.37
Q9P7T4|O14350|3.37
Q9P7T4|Q9P7T4|3.37
P78958|P87323|3.37
P32372|P50582|3.37
P32372|O59836|3.37
Q9HFE8|O14174|3.37
Q9USV1|O94238|3.37
P26306|P15398|3.37
P26306|Q9P7X8|3.37
Q9P3U0|Q10187|3.37
O94269|O94260|3.37
O60139|O14259|3.37
Q09879|O13776|3.37
Q92353|P87048|3.37
O43071|P78794|3.37
O43071|O74370|3.37
O43071|O59733|3.37
Q92353|O74762|3.37
O43071|Q9UU80|3.37
Q92353|O42897|3.37
Q92353|Q9P7S2|3.37
O43071|O14161|3.37
O43071|Q9Y805|3.37
O43071|O74772|3.37
O75002|Q10100|3.37
Q10325|O60127|3.37
Q09738|Q7LL15|3.37
O75002|Q9UT49|3.37
Q09738|Q9HFE8|3.37
Q9USX3|Q9USX3|3.37
O94701|P40375|3.37
Q9USV1|P78958|3.37
Q9UUB6|O74762|3.37
Q9UUB6|O74445|3.37
Q9UUB6|O14126|3.37
Q9UUB6|O74894|3.37
Q9UUB6|Q9Y7Y6|3.37
Q9UUB6|Q9UTM3|3.37
Q9UUB6|O42897|3.37
Q9UUB6|Q9P7S2|3.37
Q9UUB6|Q10335|3.37
Q9UUB6|O94517|3.37
Q9UUB6|O94579|3.37
Q9UUB6|O14250|3.37
Q9UUB6|O43063|3.37
Q9UUB6|O74440|3.37
Q9UUB6|Q9UT97|3.37
Q9UUB6|Q9US13|3.37
Q9UUB6|P30655|3.37
Q9UUB6|Q9P7H8|3.37
Q9UUB6|P50524|3.37
Q9UUB6|Q9USQ9|3.37
Q9UUB6|Q9UQY2|3.37
Q9UUB6|Q10329|3.37
Q9UUB6|Q09841|3.37
Q9UUB6|Q09720|3.37
Q9UUB6|Q9Y7T8|3.37
Q9UUB6|Q10311|3.37
Q9UUB6|Q09682|3.37
Q9UUB6|O59770|3.37
O13974|Q9P3A7|3.37
P41878|O42897|3.37
P41878|Q9UTM3|3.37
P41878|Q9P7S2|3.37
P41878|Q10335|3.37
P41878|O74762|3.37
P41878|Q9US13|3.37
O13862|O74957|3.37
Q9HFE8|O60097|3.37
Q09725|P30776|3.37
O94701|Q10161|3.37
O94701|Q9UTM4|3.37
O94701|Q01475|3.37
Q9USV1|O60153|3.37
P42656|P36631|3.37
P41878|P50524|3.37
O74944|P22193|3.37
O74944|P78955|3.37
O13735|P87061|3.37
O14216|P04551|3.37
P36581|P36604|3.37
Q09917|Q09914|3.37
P12000|Q03392|3.37
P41878|Q9Y7Y6|3.37
Q9USV1|O94754|3.37
P41878|Q9USM1|3.37
O13453|O74919|3.37
Q9USV1|P79009|3.37
P41878|Q9P7H8|3.37
Q10159|Q9UR39|3.37
Q9HFE8|Q9USU8|3.37
Q10064|O42924|3.37
Q9USV1|P40370|3.37
P54789|Q09142|3.37
Q09142|Q10067|3.37
Q9Y825|Q1MTN9|3.37
Q9Y825|Q03392|3.37
P40381|P87315|3.37
P40381|P87314|3.37
O74515|P87315|3.37
Q10064|O14240|3.37
Q09142|Q9Y794|3.37
Q09142|O74796|3.37
Q9USV1|O74884|3.37
Q9UTR8|O74958|3.37
Q10295|Q9UTR8|3.37
Q10146|Q9UTR8|3.37
Q9HFE5|O13928|3.37
Q9USV1|Q92365|3.37
Q9USV1|Q9P7I2|3.37
Q9Y794|O74796|3.37
Q10198|Q09933|3.37
O42913|P40923|3.37
P41412|P40923|3.37
Q9USV1|Q10209|3.37
O42936|P87243|3.37
O74796|Q10067|3.37
O42936|Q9UU96|3.37
Q10272|P87243|3.37
Q10159|P26306|3.37
Q10159|P78955|3.37
Q9UU96|P87243|3.37
O14188|P78953|3.37
P79065|Q12705|3.37
Q1MTQ1|Q12705|3.37
Q10134|O74790|3.37
Q9USJ7|Q11120|3.37
Q09196|P78953|3.37
Q9USI6|P78953|3.37
O14188|Q9USI6|3.37
Q09822|P78953|3.37
O94643|O74844|3.37
O94643|O94716|3.37
O94643|O36024|3.37
O94643|O13952|3.37
O94643|O94261|3.37
O94643|Q9UTP3|3.37
O94643|O14011|3.37
O94643|Q9Y738|3.37
O94643|P87297|3.37
P87227|O74844|3.37
P87227|O94716|3.37
P87227|O36024|3.37
P87227|O13952|3.37
P87227|O94261|3.37
P87227|Q9UTP3|3.37
P87227|O14011|3.37
P87227|Q9Y738|3.37
P87227|P87297|3.37
P87227|Q10198|3.37
Q9Y738|Q9US26|3.37
Q9Y738|P87297|3.37
Q9Y738|Q01475|3.37
Q9Y738|O14011|3.37
Q9Y738|O74844|3.37
Q9Y738|Q9UTP3|3.37
Q9Y738|O94716|3.37
O43085|Q10208|3.37
O43085|Q9UTK7|3.37
O43085|Q9HE10|3.37
O43085|O74498|3.37
O43085|P87056|3.37
Q9UTK7|Q9HE10|3.37
Q9UTK7|O14175|3.37
Q9UTK7|O43019|3.37
Q09330|Q10426|3.37
Q09330|Q10103|3.37
Q09330|Q9HGL6|3.37
O74483|P39964|3.37
P40382|P41411|3.37
Q09824|P33520|3.37
Q09927|Q09927|3.37
Q09330|O13802|3.37
Q10287|P04551|3.37
Q09330|Q06975|3.37
Q10287|P10815|3.37
Q09330|Q9UTE6|3.37
Q10287|P36630|3.37
Q09330|O36021|3.37
P87231|Q9C103|3.37
Q09330|O94659|3.37
Q09842|O60127|3.37
Q09330|Q9Y7M6|3.37
Q09330|O60164|3.37
Q10303|Q10235|3.37
Q10303|P04689|3.37
Q09330|O59678|3.37
O13684|Q9P7H1|3.37
O13851|O43091|3.37
O13684|O43068|3.37
Q9Y705|O14417|3.37
P36632|P32372|3.37
Q09330|O94403|3.37
Q09330|O74460|3.37
Q09330|Q9UU76|3.37
Q9UUM2|P50582|3.37
P32372|P78955|3.37
O13648|O13784|3.37
Q09330|O74862|3.37
Q9UTN3|Q9UTQ0|3.37
Q9UTN3|O42648|3.37
Q9UTN3|Q9UT32|3.37
Q9UTN3|O42832|3.37
Q9UTN3|O42943|3.37
O13688|Q53EK2|3.37
Q09842|O14240|3.37
Q9UTN3|O94403|3.37
Q09808|Q09808|3.37
Q9UTN3|Q9HGL6|3.37
Q9UTN3|O13802|3.37
Q9UTN3|Q06975|3.37
P36631|P0CY14|3.37
P04551|Q10585|3.37
P30821|P04913|3.37
Q9UTN3|Q9UUJ4|3.37
O74113|Q09761|3.37
Q9UTN3|O59678|3.37
Q09842|Q9P6N2|3.37
Q9UTN3|O94407|3.37
Q9UTN3|P87058|3.37
P79083|P87048|3.37
Q09761|P49731|3.37
P78795|O74760|3.37
Q9UTN3|O14036|3.37
Q9UTN3|O74388|3.37
Q9UTN3|Q10215|3.37
O13688|Q4PIR3|3.37
Q9UTN3|Q9UTK0|3.37
Q9UTN3|Q9UU79|3.37
Q9UTN3|Q9UU76|3.37
Q9UTN3|Q9UUG1|3.37
Q9UTN3|Q9UTD7|3.37
P78795|O94513|3.37
Q09843|P50531|3.37
O94444|Q9URV2|3.37
Q9UTN3|P56286|3.37
Q9UTN3|P56329|3.37
Q9UTN3|Q09130|3.37
Q9UTN3|P56289|3.37
Q9UTN3|Q10475|3.37
Q9UTN3|O94476|3.37
P30290|P41887|3.37
Q9UTN3|Q9URV0|3.37
Q10064|O59773|3.37
O13688|Q9Y7U4|3.37
O13688|Q6BDR8|3.37
Q10064|O42871|3.37
Q10064|Q9UU94|3.37
Q10064|Q9P7X7|3.37
Q10064|Q10319|3.37
Q6BDR8|Q4PIR3|3.37
Q9P6M0|Q9P7M3|3.37
Q6BDR8|O94668|3.37
P36581|Q01682|3.37
P40847|P40847|3.37
O60104|Q9HE02|3.37
Q9HE02|P87306|3.37
Q9HE02|O14198|3.37
Q9HE02|O94646|3.37
P40381|Q09926|3.37
Q09842|O94436|3.37
O74358|O94688|3.37
O94688|O42659|3.37
Q09842|Q10325|3.37
O74358|O42839|3.37
P41889|O42659|3.37
Q9UUG9|Q09778|3.37
O14003|P50531|3.37
O94513|O94444|3.37
O94513|P87048|3.37
O94513|P50524|3.37
Q9UTM3|P87048|3.37
Q9UTM3|P50524|3.37
O94701|O94567|3.37
Q09842|O74759|3.37
P41889|O94688|3.37
O74358|Q874R3|3.37
O74358|Q9UT86|3.37
O94668|Q53EK2|3.37
Q92351|Q10432|3.37
O59790|Q9P7H1|3.37
O14026|P36594|3.37
O14026|Q02061|3.37
Q10432|P56523|3.37
O74358|Q9URV2|3.37
O42980|O13790|3.37
O42980|O14122|3.37
O13612|O13790|3.37
O94454|O42980|3.37
O74358|O42659|3.37
O42839|Q9URV2|3.37
O74910|O60016|3.37
O74910|Q9UTR8|3.37
O60016|Q9UTR8|3.37
O74498|Q9P3A7|3.37
Q9UTK7|O74498|3.37
O42839|Q874R3|3.37
O59757|Q10113|3.37
O42839|Q9P4W7|3.37
O42839|O13916|3.37
O36027|O74352|3.37
O42839|O42659|3.37
O94513|O74760|3.37
